postal,name,lat,lng,province
3210,Linden,50.89393,4.77215,Vlaams-Brabant
3210,Lubbeek,50.8813339,4.8292252,Vlaams-Brabant
3211,Binkom,50.87119,4.88439,Vlaams-Brabant
3212,Pellenberg,50.8715002,4.793849,Vlaams-Brabant
3220,Holsbeek,50.9248584,4.7861502,Vlaams-Brabant
3220,Kortrijk-Dutsel,50.9266825,4.8055097,Vlaams-Brabant
3220,Sint-Pieters-Rode,50.93239,4.82057,Vlaams-Brabant
3221,Nieuwrode,50.94955,4.83339,Vlaams-Brabant
3270,Scherpenheuvel,50.9800833,4.9753544,Vlaams-Brabant
3270,Scherpenheuvel-Zichem,50.9742707,4.9785767,Vlaams-Brabant
3271,Averbode,51.0305467,4.977454,Vlaams-Brabant
3271,Zichem,51.0006721,4.9830118,Vlaams-Brabant
3272,Messelbroek,50.9933331,4.9274801,Vlaams-Brabant
3272,Testelt,51.016921,4.9549334,Vlaams-Brabant
3290,Deurne,51.03936,5.09648,Vlaams-Brabant
3290,Diest,51.0010401,5.0852169,Vlaams-Brabant
3290,Schaffen,50.99975,5.08484,Vlaams-Brabant
3290,Webbekom,50.9722766,5.0720072,Vlaams-Brabant
3293,Kaggevinne,50.97937,5.01896,Vlaams-Brabant
3294,Molenstede,51.00378,5.01347,Vlaams-Brabant
3300,Bost,50.78839,4.94063,Vlaams-Brabant
3300,Goetsenhoven,50.76781,4.95114,Vlaams-Brabant
3300,Hakendover,50.79706,4.98525,Vlaams-Brabant
3300,Kumtich,50.82246,4.88742,Vlaams-Brabant
3300,Oorbeek,50.79811,4.8924,Vlaams-Brabant
3300,Oplinter,50.82923,4.98757,Vlaams-Brabant
3300,Sint-Margriete-Houtem,50.82836,4.95539,Vlaams-Brabant
3300,Tienen,50.81057,4.93622,Vlaams-Brabant
3300,Vissenaken,50.83768,4.90484,Vlaams-Brabant
3320,Hoegaarden,50.7806488,4.8685676,Vlaams-Brabant
3320,Meldert,50.78801,4.83772,Vlaams-Brabant
3321,Outgaarden,50.76521,4.91793,Vlaams-Brabant
3350,Drieslinter,50.84605,5.05048,Vlaams-Brabant
3350,Linter,50.84151,5.03661,Vlaams-Brabant
3350,Melkwezer,50.8252947,5.0613545,Vlaams-Brabant
3350,Neerhespen,50.7918055,5.0548854,Vlaams-Brabant
3350,Neerlinter,50.8398055,5.022197,Vlaams-Brabant
3350,Orsmaal-Gussenhoven,50.8033315,5.0620563,Vlaams-Brabant
3350,Overhespen,50.7954085,5.0360799,Vlaams-Brabant
3350,Wommersom,50.8134204,5.017952,Vlaams-Brabant
3360,Bierbeek,50.8279,4.75981,Vlaams-Brabant
3360,Korbeek-Lo,50.8601903,4.7626896,Vlaams-Brabant
3360,Lovenjoel,50.85813,4.78148,Vlaams-Brabant
3360,Opvelp,50.81009,4.79333,Vlaams-Brabant
3370,Boutersem,50.84109,4.83471,Vlaams-Brabant
3370,Kerkom,50.85519,4.87451,Vlaams-Brabant
3370,Neervelp,50.821,4.80811,Vlaams-Brabant
3370,Roosbeek,50.83564,4.86231,Vlaams-Brabant
3370,Vertrijk,50.82976,4.83455,Vlaams-Brabant
3370,Willebringen,50.81281,4.84491,Vlaams-Brabant
3380,Bunsbeek,50.842165,4.9426464,Vlaams-Brabant
3380,Glabbeek,50.8602725,4.9583256,Vlaams-Brabant
3381,Kapellen,50.8852681,4.9501898,Vlaams-Brabant
3384,Attenrode,50.8771186,4.9242614,Vlaams-Brabant
3390,Houwaart,50.9328147,4.8580637,Vlaams-Brabant
3390,Sint-Joris-Winge,50.9077298,4.8768396,Vlaams-Brabant
3390,Tielt,50.940892,4.9046956,Vlaams-Brabant
3390,Tielt-Winge,50.9206968,4.8866603,Vlaams-Brabant
3391,Meensel-Kiezegem,50.8964842,4.9257825,Vlaams-Brabant
3400,Eliksem,50.78487,5.00968,Vlaams-Brabant
3400,Ezemaal,50.77609,5.00016,Vlaams-Brabant
3400,Laar,50.77158,5.02572,Vlaams-Brabant
3400,Landen,50.7628602,5.042102,Vlaams-Brabant
3400,Neerwinden,50.76616,5.04434,Vlaams-Brabant
3400,Overwinden,50.75318,5.0489,Vlaams-Brabant
3400,Rumsdorp,50.76619,5.07623,Vlaams-Brabant
3400,Wange,50.78598,5.03176,Vlaams-Brabant
3401,Waasmont,50.72724,5.06231,Vlaams-Brabant
3401,Walsbets,50.73723,5.08528,Vlaams-Brabant
3401,Walshoutem,50.72373,5.09553,Vlaams-Brabant
3401,Wezeren,50.73008,5.10485,Vlaams-Brabant
3404,Attenhoven,50.76652,5.09308,Vlaams-Brabant
3404,Neerlanden,50.77812,5.07901,Vlaams-Brabant
3440,Budingen,50.8654,5.09811,Vlaams-Brabant
3440,Dormaal,50.80722,5.0985,Vlaams-Brabant
3440,Halle-Booienhoven,50.80475,5.11168,Vlaams-Brabant
3440,Helen-Bos,50.81823,5.0822,Vlaams-Brabant
3440,Zoutleeuw,50.83231,5.10442,Vlaams-Brabant
3450,Geetbets,50.8902757,5.1095641,Vlaams-Brabant
3450,Grazen,50.8752077,5.1308353,Vlaams-Brabant
3454,Rummen,50.8889069,5.1656281,Vlaams-Brabant
3460,Assent,50.9526086,5.0159442,Vlaams-Brabant
3460,Bekkevoort,50.9426234,4.985641,Vlaams-Brabant
3461,Molenbeek-Wersbeek,50.9184738,4.9415359,Vlaams-Brabant
3470,Kortenaken,50.8973765,5.0663974,Vlaams-Brabant
3470,Ransberg,50.8743562,5.0377616,Vlaams-Brabant
3470,Sint-Margriete-Houtem,50.8128004,3.2790522,Vlaams-Brabant
3471,Hoeleden,50.8681697,4.9869044,Vlaams-Brabant
3472,Kersbeek-Miskom,50.8858124,4.9958008,Vlaams-Brabant
3473,Waanrode,50.9161837,5.004692,Vlaams-Brabant
3500,Hasselt,50.9215166,5.3447405,Limburg
3500,Sint-Lambrechts-Herk,50.89841,5.30741,Limburg
3501,Wimmertingen,50.8831759,5.3526453,Limburg
3510,Kermt,50.94767,5.24676,Limburg
3510,Spalbeek,50.9486672,5.2247223,Limburg
3511,Kuringen,50.94387,5.29789,Limburg
3511,Stokrooie,50.96619,5.28134,Limburg
3512,Stevoort,50.9183,5.25316,Limburg
3520,Zonhoven,50.98707,5.36716,Limburg
3530,Helchteren,51.0565512,5.3826921,Limburg
3530,Houthalen,51.0314627,5.3763541,Limburg
3530,Houthalen-Helchteren,51.0312424,5.3765453,Limburg
3540,Berbroek,50.9503306,5.2083451,Limburg
3540,Donk,50.9382225,5.1344391,Limburg
3540,Herk-De-Stad,50.93923,5.16712,Limburg
3540,Schulen,50.959958,5.1904844,Limburg
3545,Halen,50.9485,5.11117,Limburg
3545,Loksbergen,50.9342585,5.0695638,Limburg
3545,Zelem,50.9781579,5.1057744,Limburg
3550,Heusden,51.0354099,5.283057,Limburg
3550,Heusden-Zolder,51.0384819,5.2904127,Limburg
3550,Zolder,51.0229535,5.3097324,Limburg
3560,Linkhout,50.96812,5.13687,Limburg
3560,Lummen,50.98761,5.19511,Limburg
3560,Meldert,50.99867,5.1418,Limburg
3570,Alken,50.87609,5.30767,Limburg
3580,Beringen,51.0473373,5.2214769,Limburg
3581,Beverlo,51.0873,5.21898,Limburg
3582,Koersel,51.05844,5.27176,Limburg
3583,Paal,51.03953,5.17165,Limburg
3590,Diepenbeek,50.91083,5.41336,Limburg
3600,Genk,50.96613,5.5021,Limburg
3620,Gellik,50.8839114,5.6103183,Limburg
3620,Lanaken,50.8919602,5.6398572,Limburg
3620,Neerharen,50.9088851,5.6808314,Limburg
3620,Veldwezelt,50.8677788,5.6305961,Limburg
3621,Rekem,50.9224749,5.6957272,Limburg
3630,Eisden,50.9854566,5.7140769,Limburg
3630,Leut,50.9900244,5.7350908,Limburg
3630,Maasmechelen,50.969278,5.6619185,Limburg
3630,Mechelen-Aan-De-Maas,50.9797588,5.7018567,Limburg
3630,Meeswijk,50.9995012,5.7496822,Limburg
3630,Opgrimbie,50.9432913,5.6809579,Limburg
3630,Vucht,50.9787264,5.7106715,Limburg
3631,Boorsem,50.9408237,5.7197843,Limburg
3631,Uikhoven,50.923677,5.7183356,Limburg
3640,Kessenich,51.15142,5.82297,Limburg
3640,Kinrooi,51.14552,5.74113,Limburg
3640,Molenbeersel,51.17002,5.73758,Limburg
3640,Ophoven,51.12559,5.80204,Limburg
3650,Dilsen,51.03747,5.72215,Limburg
3650,Dilsen-Stokkem,51.0301998,5.7000888,Limburg
3650,Elen,51.06655,5.75083,Limburg
3650,Lanklaar,51.0188,5.7262,Limburg
3650,Rotem,51.05297,5.74118,Limburg
3650,Stokkem,51.02364,5.74418,Limburg
3660,Oudsbergen,51.05,5.6,Limburg
3665,As,50.9997751,5.5715438,Limburg
3668,Niel-Bij-As,51.0176272,5.6045057,Limburg
3670,Ellikom,51.12719,5.52366,Limburg
3670,Meeuwen,51.09867,5.5205,Limburg
3670,Meeuwen-Gruitrode,51.09495,5.54784,Limburg
3670,Neerglabbeek,51.09144,5.61676,Limburg
3670,Wijshagen,51.10461,5.55881,Limburg
3680,Maaseik,51.0983909,5.7837625,Limburg
3680,Neeroeteren,51.0918046,5.6995386,Limburg
3680,Opoeteren,51.0675622,5.6594443,Limburg
3690,Zutendaal,50.93196,5.57227,Limburg
3700,'s Herenelderen,50.8089063,5.5032825,Limburg
3700,Berg,50.79183,5.49494,Limburg
3700,Diets-Heur,50.7453303,5.4828472,Limburg
3700,Haren,50.7979251,5.4020478,Limburg
3700,Henis,50.7992,5.47122,Limburg
3700,Kolmont,50.8041,5.42373,Limburg
3700,Koninksem,50.76531,5.43997,Limburg
3700,Lauw,50.7392355,5.4148753,Limburg
3700,Mal,50.7684738,5.5214638,Limburg
3700,Neerrepen,50.8110492,5.444214,Limburg
3700,Nerem,50.7649963,5.5104893,Limburg
3700,Overrepen,50.8070423,5.4315896,Limburg
3700,Piringen,50.7864119,5.4178871,Limburg
3700,Riksingen,50.8051007,5.4632976,Limburg
3700,Rutten,50.7478825,5.4423901,Limburg
3700,Sluizen,50.7653436,5.5314429,Limburg
3700,Tongeren,50.78419,5.47449,Limburg
3700,Vreren,50.7515842,5.4974649,Limburg
3700,Widooie,50.7713726,5.4084338,Limburg
3717,Herstappe,50.72653,5.426,Limburg
3720,Kortessem,50.8625531,5.3781216,Limburg
3721,Vliermaalroot,50.8637784,5.4240097,Limburg
3722,Wintershoven,50.85263,5.41968,Limburg
3723,Guigoven,50.8390899,5.399157,Limburg
3724,Vliermaal,50.8394948,5.4289047,Limburg
3730,Hoeselt,50.8497352,5.4911243,Limburg
3730,Romershoven,50.855984,5.4598837,Limburg
3730,Sint-Huibrechts-Hern,50.82985,5.4492483,Limburg
3730,Werm,50.8328482,5.4802846,Limburg
3732,Schalkhoven,50.8414306,5.4495653,Limburg
3740,Beverst,50.8902246,5.475171,Limburg
3740,Bilzen,50.8719054,5.5166463,Limburg
3740,Eigenbilzen,50.8746121,5.5746355,Limburg
3740,Grote-Spouwen,50.8315692,5.5519685,Limburg
3740,Hees,50.8466302,5.609372,Limburg
3740,Kleine-Spouwen,50.8381087,5.5483654,Limburg
3740,Mopertingen,50.8606327,5.5756295,Limburg
3740,Munsterbilzen,50.8897326,5.5261669,Limburg
3740,Rijkhoven,50.8329777,5.5150984,Limburg
3740,Rosmeer,50.8456546,5.5806307,Limburg
3740,Waltwilder,50.8658211,5.5441802,Limburg
3742,Martenslinde,50.8565985,5.5332305,Limburg
3746,Hoelbeek,50.8718626,5.5564999,Limburg
3770,Genoelselderen,50.80297,5.538845,Limburg
3770,Herderen,50.8065724,5.5723296,Limburg
3770,Kanne,50.814055,5.6693136,Limburg
3770,Membruggen,50.8141975,5.5343399,Limburg
3770,Millen,50.7856375,5.5561104,Limburg
3770,Riemst,50.8089945,5.6012328,Limburg
3770,Val-Meer,50.7862227,5.59628,Limburg
3770,Vlijtingen,50.8320854,5.5842906,Limburg
3770,Vroenhoven,50.8263221,5.6400304,Limburg
3770,Zichen-Zussen-Bolder,50.7933496,5.6245555,Limburg
3790,Moelingen,50.7570096,5.7134973,Limburg
3790,Sint-Martens-Voeren,50.7485199,5.8122336,Limburg
3790,Voeren,50.7464187,5.8409039,Limburg
3791,Remersdaal,50.7315308,5.8808478,Limburg
3792,Sint-Pieters-Voeren,50.738357,5.8226791,Limburg
3793,Teuven,50.7518324,5.8759546,Limburg
3798,S Gravenvoeren,50.7587829,5.7611628,Limburg
3800,Aalst,50.78166,5.20898,Limburg
3800,Brustem,50.80565,5.22187,Limburg
3800,Engelmanshoven,50.77134,5.25092,Limburg
3800,Gelinden,50.76552,5.26092,Limburg
3800,Groot-Gelmen,50.78525,5.26296,Limburg
3800,Halmaal,50.80589,5.15574,Limburg
3800,Kerkom-Bij-Sint-Truiden,50.77429,5.17787,Limburg
3800,Ordingen,50.81285,5.23521,Limburg
3800,Sint-Truiden,50.8019192,5.2202655,Limburg
3800,Zepperen,50.82116,5.24767,Limburg
3803,Duras,50.83552,5.14638,Limburg
3803,Gorsem,50.83483,5.16195,Limburg
3803,Runkelen,50.84681,5.15088,Limburg
3803,Wilderen,50.81587,5.14136,Limburg
3806,Velm,50.77931,5.13162,Limburg
3830,Berlingen,50.81971,5.31121,Limburg
3830,Wellen,50.8436052,5.3362409,Limburg
3831,Herten,50.8320635,5.3321062,Limburg
3832,Ulbeek,50.84381,5.30465,Limburg
3840,Bommershoven,50.788,5.37904,Limburg
3840,Borgloon,50.80613,5.34302,Limburg
3840,Broekom,50.78238,5.33176,Limburg
3840,Gors-Opleeuw,50.8233766,5.3967118,Limburg
3840,Gotem,50.80515,5.31351,Limburg
3840,Groot-Loon,50.79247,5.36338,Limburg
3840,Haren,50.79274,5.39953,Limburg
3840,Hendrieken,50.79889,5.32811,Limburg
3840,Hoepertingen,50.81235,5.28368,Limburg
3840,Jesseren,50.80594,5.38989,Limburg
3840,Kerniel,50.81632,5.36368,Limburg
3840,Kolmont,50.8031485,5.4230892,Limburg
3840,Kuttekoven,50.809,5.32603,Limburg
3840,Rijkel,50.80989,5.26083,Limburg
3840,Voort,50.79478,5.31971,Limburg
3850,Binderveld,50.8608,5.16481,Limburg
3850,Kozen,50.87496,5.23985,Limburg
3850,Nieuwerkerken,50.86475,5.18869,Limburg
3850,Wijer,50.89838,5.22391,Limburg
3870,Batsheers,50.73855,5.28134,Limburg
3870,Bovelingen,50.7375212,5.2600349,Limburg
3870,Gutshoven,50.77389,5.31713,Limburg
3870,Heers,50.75368,5.30209,Limburg
3870,Heks,50.7701,5.35751,Limburg
3870,Horpmaal,50.76049,5.33567,Limburg
3870,Klein-Gelmen,50.76978,5.27694,Limburg
3870,Mechelen-Bovelingen,50.74054,5.26049,Limburg
3870,Mettekoven,50.78103,5.29062,Limburg
3870,Opheers,50.73972,5.29766,Limburg
3870,Rukkelingen-Loon,50.72784,5.25444,Limburg
3870,Vechmaal,50.76141,5.37466,Limburg
3870,Veulen,50.76371,5.30578,Limburg
3890,Boekhout,50.74568,5.23353,Limburg
3890,Gingelom,50.74988,5.1332,Limburg
3890,Jeuk,50.73427,5.20969,Limburg
3890,Kortijs,50.70745,5.14944,Limburg
3890,Montenaken,50.72101,5.12721,Limburg
3890,Niel-Bij-Sint-Truiden,50.74217,5.14205,Limburg
3890,Vorsen,50.70391,5.16858,Limburg
3891,Borlo,50.74216,5.18135,Limburg
3891,Buvingen,50.75294,5.17767,Limburg
3891,Mielen-Boven-Aalst,50.7554353,5.2150212,Limburg
3891,Muizen,50.76024,5.17944,Limburg
3900,Pelt,51.2333333,5.4333333,Limburg
3910,Sint-Huibrechts-Lille,51.22251,5.49576,Limburg
3920,Lommel,51.2304193,5.3110063,Limburg
3930,Achel,51.25224,5.47953,Limburg
3930,Hamont,51.25272,5.54953,Limburg
3930,Hamont-Achel,51.2697668,5.5154222,Limburg
3940,Hechtel,51.1252349,5.3661124,Limburg
3940,Hechtel-Eksel,51.1105222,5.3295958,Limburg
3941,Eksel,51.1546138,5.3943545,Limburg
3945,Ham,51.1038173,5.1777363,Limburg
3945,Kwaadmechelen,51.10072,5.14416,Limburg
3945,Oostham,51.10373,5.18022,Limburg
3950,Bocholt,51.17291,5.57899,Limburg
3950,Kaulille,51.18717,5.52568,Limburg
3950,Reppel,51.15506,5.56309,Limburg
3960,Beek,51.1558,5.60359,Limburg
3960,Bree,51.14099,5.59802,Limburg
3960,Gerdingen,51.14804,5.5802,Limburg
3960,Opitter,51.11657,5.64972,Limburg
3960,Tongerlo,51.12856,5.66145,Limburg
3970,Leopoldsburg,51.1183684,5.250695,Limburg
3971,Heppen,51.1088735,5.2285739,Limburg
3980,Tessenderlo,51.0642666,5.0881938,Limburg
3990,Grote-Brogel,51.15435,5.50838,Limburg
3990,Kleine-Brogel,51.17258,5.45019,Limburg
3990,Peer,51.1329,5.4536,Limburg
3990,Wijchmaal,51.13556,5.41311,Limburg
4000,Glain,50.64786,5.54357,Luik
4000,LiÈge,50.6350757,5.5628874,Luik
4000,Rocourt,50.67589,5.54583,Luik
4020,Bressoux,50.63994,5.6059,Luik
4020,Jupille-Sur-Meuse,50.64547,5.63488,Luik
4020,LiÈge,50.6423532,5.6279411,Luik
4020,Wandre,50.66715,5.65883,Luik
4030,Grivegnee,50.6216,5.61074,Luik
4031,Angleur,50.61135,5.59943,Luik
4032,Chênee,50.6122,5.6137,Luik
4040,Herstal,50.6787306,5.628885,Luik
4041,Milmort,50.6903579,5.5922106,Luik
4041,Vottem,50.6710455,5.5784697,Luik
4042,Liers,50.693646,5.5638281,Luik
4050,Chaudfontaine,50.5896391,5.6427754,Luik
4051,Vaux-Sous-Chèvremont,50.6010507,5.6318794,Luik
4052,Beaufays,50.5586829,5.6387873,Luik
4053,Embourg,50.5903039,5.6069213,Luik
4075,Csm Liege X,50.5857729,5.6411104,Luik
4100,Boncelles,50.5709023,5.5364671,Luik
4100,Seraing,50.5838596,5.4996297,Luik
4101,Jemeppe-Sur-Meuse,50.6175969,5.4951966,Luik
4102,Ougrée,50.6012358,5.5443411,Luik
4120,Ehein,50.5452937,5.4444311,Luik
4120,NeuprÉ,50.5326636,5.4761468,Luik
4120,Rotheux-Rimière,50.5346824,5.4810832,Luik
4121,Neuville-En-Condroz,50.5524877,5.4511519,Luik
4122,Plainevaux,50.5453134,5.524289,Luik
4130,Esneux,50.5350365,5.5684225,Luik
4130,Tilff,50.5640699,5.5759823,Luik
4140,Dolembreux,50.5360657,5.632889,Luik
4140,Gomzé-Andoumont,50.5474223,5.689683,Luik
4140,Rouvreux,50.4896684,5.650192,Luik
4140,Sprimont,50.511565,5.6460921,Luik
4141,Louveigné,50.5302309,5.7162168,Luik
4160,Anthisnes,50.4820511,5.5194716,Luik
4161,Villers-Aux-Tours,50.4978813,5.5162168,Luik
4162,Hody,50.4864593,5.5038981,Luik
4163,Tavier,50.4963213,5.4705965,Luik
4170,Comblain-Au-Pont,50.4740721,5.562621,Luik
4171,Poulseur,50.508703,5.5785541,Luik
4180,Comblain-Fairon,50.4467427,5.5473277,Luik
4180,Comblain-La-Tour,50.4542848,5.5717044,Luik
4180,Hamoir,50.4384106,5.5492373,Luik
4181,Filot,50.42654,5.5668,Luik
4190,FerriÈres,50.40029,5.60564,Luik
4190,My,50.40543,5.57341,Luik
4190,Vieuxville,50.39379,5.54955,Luik
4190,Werbomont,50.38037,5.68396,Luik
4190,Xhoris,50.44549,5.60436,Luik
4210,Burdinne,50.58411,5.07643,Luik
4210,Hannêche,50.57793,5.04788,Luik
4210,Lamontzée,50.58441,5.09254,Luik
4210,Marneffe,50.58038,5.14674,Luik
4210,Oteppe,50.5805489,5.1265557,Luik
4217,HÉron,50.5526795,5.0922925,Luik
4217,Lavoir,50.550264,5.1196405,Luik
4217,Waret-L'evêque,50.5484795,5.0612138,Luik
4218,Couthuin,50.5314526,5.1224958,Luik
4219,Acosse,50.59277,5.04657,Luik
4219,Ambresin,50.63045,5.03057,Luik
4219,Meeffe,50.6075,5.01821,Luik
4219,Wasseiges,50.61754,5.00162,Luik
4250,Boëlhe,50.68214,5.16646,Luik
4250,Geer,50.6701762,5.1828092,Luik
4250,Hollogne-Sur-Geer,50.6766,5.20541,Luik
4250,Lens-Saint-Servais,50.66357,5.15585,Luik
4252,Omal,50.65584,5.19937,Luik
4253,Darion,50.66458,5.18654,Luik
4254,Ligney,50.66148,5.18227,Luik
4257,Berloz,50.69875,5.21265,Luik
4257,Corswarem,50.71078,5.21324,Luik
4257,Rosoux-Crenwick,50.70741,5.18949,Luik
4260,Avennes,50.6294922,5.1127625,Luik
4260,Braives,50.62823,5.14881,Luik
4260,Ciplet,50.6183437,5.0926809,Luik
4260,Fallais,50.61022,5.17039,Luik
4260,Fumal,50.58661,5.18313,Luik
4260,Ville-En-Hesbaye,50.6157563,5.1159028,Luik
4261,Latinne,50.62475,5.16401,Luik
4263,Tourinne,50.63902,5.17457,Luik
4280,Abolens,50.67302,5.14886,Luik
4280,Avernas-Le-Bauduin,50.69428,5.07861,Luik
4280,Avin,50.62215,5.06932,Luik
4280,Bertrée,50.69521,5.09133,Luik
4280,Blehen,50.6643018,5.1225686,Luik
4280,Cras-Avernas,50.69733,5.12363,Luik
4280,Crehen,50.65993,5.0634,Luik
4280,Grand-Hallet,50.69555,5.03222,Luik
4280,Hannut,50.67215,5.07776,Luik
4280,Lens-Saint-Remy,50.6543514,5.1331258,Luik
4280,Merdorp,50.64832,5.00044,Luik
4280,Moxhe,50.63057,5.08346,Luik
4280,Petit-Hallet,50.68758,5.01721,Luik
4280,Poucet,50.67588,5.11653,Luik
4280,Thisnes,50.6658,5.04677,Luik
4280,Trognée,50.68725,5.12477,Luik
4280,Villers-Le-Peuplier,50.6562,5.09584,Luik
4280,Wansin,50.67898,5.01904,Luik
4287,Lincent,50.7128616,5.0305803,Luik
4287,Pellaines,50.7257187,5.007062,Luik
4287,Racour,50.7396057,5.0289273,Luik
4300,Bettincourt,50.71251,5.23584,Luik
4300,Bleret,50.68929,5.28734,Luik
4300,Bovenistier,50.6678,5.28389,Luik
4300,Grand-Axhe,50.68055,5.22958,Luik
4300,Lantremange,50.71171,5.29561,Luik
4300,Oleye,50.71382,5.28113,Luik
4300,Waremme,50.69757,5.25553,Luik
4317,Aineffe,50.62557,5.25749,Luik
4317,Borlez,50.63325,5.24331,Luik
4317,Celles,50.65415,5.24614,Luik
4317,Faimes,50.66183,5.26009,Luik
4317,Les Waleffes,50.63779,5.22329,Luik
4317,Viemme,50.64679,5.27224,Luik
4340,Awans,50.666861,5.4628633,Luik
4340,Fooz,50.6759853,5.4359267,Luik
4340,Othée,50.7157403,5.4671194,Luik
4340,Villers-L'evêque,50.7044467,5.4395108,Luik
4342,Hognoul,50.6814461,5.4543405,Luik
4347,Fexhe-Le-Haut-Clocher,50.665333,5.3994597,Luik
4347,Freloux,50.6804933,5.4065984,Luik
4347,Noville,50.6599134,5.3822669,Luik
4347,Roloux,50.6510925,5.3974408,Luik
4347,Voroux-Goreux,50.6548149,5.4291442,Luik
4350,Lamine,50.68907,5.33472,Luik
4350,Momalle,50.68569,5.37581,Luik
4350,Pousset,50.69476,5.3042,Luik
4350,Remicourt,50.6802,5.32844,Luik
4351,Hodeige,50.69607,5.34167,Luik
4357,Donceel,50.64577,5.32138,Luik
4357,Haneffe,50.63791,5.32046,Luik
4357,Jeneffe,50.65111,5.35434,Luik
4357,Limont,50.6605976,5.3114031,Luik
4360,Bergilers,50.71543,5.32897,Luik
4360,Grandville,50.72341,5.33881,Luik
4360,Lens-Sur-Geer,50.72114,5.35099,Luik
4360,Oreye,50.73175,5.3577,Luik
4360,Otrange,50.73601,5.37855,Luik
4367,CrisnÉe,50.7173633,5.3977032,Luik
4367,Fize-Le-Marsal,50.7023863,5.3855696,Luik
4367,Kemexhe,50.6973611,5.4075417,Luik
4367,Odeur,50.7064872,5.4164174,Luik
4367,Thys,50.7225445,5.390432,Luik
4400,Awirs,50.5999117,5.4061097,Luik
4400,Chokier,50.5911345,5.441932,Luik
4400,FlÉmalle,50.60187,5.44335,Luik
4400,Flémalle-Grande,50.6087724,5.4765157,Luik
4400,Flémalle-Haute,50.6001541,5.4459559,Luik
4400,Gleixhe,50.6130146,5.3893727,Luik
4400,Ivoz-Ramet,50.5883864,5.4638963,Luik
4400,Mons-Lez-Liège,50.623374,5.4558943,Luik
4420,Montegnée,50.64534,5.51414,Luik
4420,Saint-Nicolas,50.6292407,5.5321898,Luik
4420,Tilleur,50.6194824,5.5201566,Luik
4430,Ans,50.660213,5.5265524,Luik
4431,Loncin,50.66624,5.50521,Luik
4432,Alleur,50.67434,5.51338,Luik
4432,Xhendremael,50.70502,5.4831,Luik
4450,Juprelle,50.7096477,5.5267686,Luik
4450,Lantin,50.6885256,5.5246269,Luik
4450,Slins,50.7277297,5.5637966,Luik
4451,Voroux-Lez-Liers,50.6875929,5.5549161,Luik
4452,Paifve,50.7283378,5.5249034,Luik
4452,Wihogne,50.7271304,5.5066908,Luik
4453,Villers-Saint-Siméon,50.7111071,5.5388369,Luik
4458,Fexhe-Slins,50.72003,5.56954,Luik
4460,Bierset,50.655,5.45092,Luik
4460,Grâce-Berleur,50.64001,5.5019,Luik
4460,GrÂce-Hollogne,50.63412,5.47566,Luik
4460,Hollogne-Aux-Pierres,50.64034,5.47084,Luik
4460,Horion-Hozémont,50.62834,5.37961,Luik
4460,Velroux,50.6429,5.42437,Luik
4470,Saint-Georges-Sur-Meuse,50.60007,5.35756,Luik
4480,Clermont-Sous-Huy,50.569391,5.3918142,Luik
4480,Ehein,50.2997581,6.1266116,Luik
4480,Engis,50.5832252,5.4037136,Luik
4480,Hermalle-Sous-Huy,50.5591378,5.3619152,Luik
4500,Ben-Ahin,50.5019819,5.1852407,Luik
4500,Huy,50.5186775,5.2396514,Luik
4500,Tihange,50.5296991,5.2614551,Luik
4520,Antheit,50.5489545,5.2403601,Luik
4520,Bas-Oha,50.5262731,5.1908989,Luik
4520,Huccorgne,50.5672767,5.1655285,Luik
4520,Moha,50.5476918,5.186209,Luik
4520,Vinalmont,50.5631337,5.2306622,Luik
4520,Wanze,50.534476,5.2141011,Luik
4530,Fize-Fontaine,50.5851,5.28301,Luik
4530,Vaux-Et-Borset,50.61332,5.23207,Luik
4530,Vieux-Waleffe,50.6160879,5.2037631,Luik
4530,Villers-Le-Bouillet,50.5699683,5.2662704,Luik
4530,Warnant-Dreye,50.59523,5.22753,Luik
4537,Bodegnée,50.58593,5.30371,Luik
4537,Chapon-Seraing,50.60841,5.26904,Luik
4537,Seraing-Le-Château,50.62132,5.29829,Luik
4537,Verlaine,50.60633,5.31729,Luik
4540,Amay,50.5482792,5.3096648,Luik
4540,Ampsin,50.5413781,5.2780528,Luik
4540,Flône,50.5575651,5.3360181,Luik
4540,Jehay,50.5724773,5.3247092,Luik
4540,Ombret,50.5421828,5.3332337,Luik
4550,Nandrin,50.507161,5.4198582,Luik
4550,Saint-Séverin,50.5298269,5.4112136,Luik
4550,Villers-Le-Temple,50.5173291,5.3595062,Luik
4550,Yernée-Fraineux,50.529079,5.383914,Luik
4557,Abée,50.4730891,5.3564959,Luik
4557,Fraiture,50.478433,5.4194689,Luik
4557,Ramelot,50.4669858,5.3331598,Luik
4557,Seny,50.4589883,5.4015811,Luik
4557,Soheit-Tinlot,50.4834221,5.3885701,Luik
4557,Tinlot,50.4777355,5.378818,Luik
4560,Bois-Et-Borsu,50.389298,5.3227509,Luik
4560,Clavier,50.4114801,5.3635498,Luik
4560,Les Avins,50.4161066,5.3016015,Luik
4560,Ocquier,50.3956189,5.3937321,Luik
4560,Pailhe,50.4228394,5.2582114,Luik
4560,Terwagne,50.444343,5.3482649,Luik
4570,Marchin,50.46517,5.24204,Luik
4570,Vyle-Et-Tharoul,50.4445,5.26152,Luik
4577,Modave,50.442375,5.3007316,Luik
